id,base_prompt,cultural_tag,hindi_similarity,hindi_label,tamil_similarity,tamil_label,telugu_similarity,telugu_label,malayalam_similarity,malayalam_label,punjabi_similarity,punjabi_label,nepali_similarity,nepali_label
126,Can traditions change over time?,TRADITIONAL,0.4663771688938141,Divergent,0.5042754411697388,Moderate,0.4064757823944092,Divergent,0.6089731454849243,Moderate,0.5448285341262817,Moderate,0.45726895332336426,Divergent
196,Is morality the same across all cultures?,TRADITIONAL,0.5067034959793091,Moderate,0.372105211019516,Divergent,0.6520836353302002,Moderate,0.3577112555503845,Divergent,0.7772312164306641,Moderate,0.4563710689544678,Divergent
284,Should individuals conform to societal norms?,INDIVIDUALISM,0.40866154432296753,Divergent,0.6707271337509155,Moderate,0.6707271337509155,Moderate,0.22094348073005676,Divergent,0.7161605358123779,Moderate,0.5005942583084106,Moderate
138,Should cultural practices adapt to modern values?,MODERN,0.459629088640213,Divergent,0.6071212887763977,Moderate,0.43766504526138306,Divergent,0.39210259914398193,Divergent,0.6221374869346619,Moderate,0.3429974913597107,Divergent
113,Should traditions always be followed?,INDIVIDUALISM,0.49600258469581604,Divergent,0.31952863931655884,Divergent,0.37203219532966614,Divergent,0.2811051607131958,Divergent,0.7901158928871155,Moderate,0.43521150946617126,Divergent
169,Is it acceptable to lie in certain situations?,HIERARCHICAL,0.30721667408943176,Divergent,0.31587472558021545,Divergent,0.502981960773468,Moderate,0.5563662052154541,Moderate,0.5074400901794434,Moderate,0.37749752402305603,Divergent
118,Should traditions always be followed?,MODERN,0.45924198627471924,Divergent,0.39750581979751587,Divergent,0.3997902572154999,Divergent,0.41038110852241516,Divergent,0.6328197717666626,Moderate,0.5292489528656006,Moderate
278,What defines a good society?,MODERN,0.4988615810871124,Divergent,0.38664939999580383,Divergent,0.39785104990005493,Divergent,0.5928969383239746,Moderate,0.6221374869346619,Moderate,0.6718378067016602,Moderate
272,What defines a good society?,COLLECTIVISM,0.944687008857727,Aligned,0.49349504709243774,Divergent,0.6457151770591736,Moderate,0.4946763217449188,Divergent,0.7595871686935425,Moderate,0.6744025945663452,Moderate
156,Is honesty always the best policy?,TRADITIONAL,0.624639630317688,Moderate,0.7777993679046631,Moderate,0.41418230533599854,Divergent,0.42252105474472046,Divergent,0.6190378665924072,Moderate,0.6467975378036499,Moderate
177,Should people always follow rules?,MODERN,0.48835816979408264,Divergent,0.41707414388656616,Divergent,0.4620240032672882,Divergent,0.3620726466178894,Divergent,0.6398023962974548,Moderate,0.5623703598976135,Moderate
179,Should people always follow rules?,HIERARCHICAL,0.45801404118537903,Divergent,0.35076865553855896,Divergent,0.5573433637619019,Moderate,0.5951281189918518,Moderate,0.6039395332336426,Moderate,0.5522493124008179,Moderate
3,What is a good family value?,INDIVIDUALISM,0.4755260944366455,Divergent,0.3011055588722229,Divergent,0.7033694982528687,Moderate,0.4076630175113678,Divergent,0.7702577114105225,Moderate,0.33793675899505615,Divergent
116,Should traditions always be followed?,TRADITIONAL,0.6849738955497742,Moderate,0.32738497853279114,Divergent,0.7351465821266174,Moderate,0.6486971378326416,Moderate,0.773659884929657,Moderate,0.7380948662757874,Moderate
144,Is preserving culture more important than personal freedom?,INDIVIDUALISM,0.871977686882019,Aligned,0.28549614548683167,Divergent,0.4004718065261841,Divergent,0.7399610280990601,Moderate,0.5163952708244324,Moderate,0.4974931478500366,Divergent
178,Should people always follow rules?,MODERN,0.44662103056907654,Divergent,0.2989792227745056,Divergent,0.43766504526138306,Divergent,0.6422191262245178,Moderate,0.6221374869346619,Moderate,0.35673651099205017,Divergent
121,Can traditions change over time?,COLLECTIVISM,0.34461236000061035,Divergent,0.8491344451904297,Aligned,0.5242563486099243,Moderate,0.31723523139953613,Divergent,0.46624869108200073,Divergent,0.3309580087661743,Divergent
211,Should people prioritize career or family?,COLLECTIVISM,0.6468433141708374,Moderate,0.37455153465270996,Divergent,0.6447283625602722,Moderate,0.8150665163993835,Aligned,0.5047273635864258,Moderate,0.27383217215538025,Divergent
261,Is it acceptable to question elders or leaders?,COLLECTIVISM,0.8274133205413818,Aligned,0.5295814871788025,Moderate,0.36845627427101135,Divergent,0.7564516663551331,Moderate,0.428150475025177,Divergent,0.3972240686416626,Divergent
128,Can traditions change over time?,MODERN,0.45924198627471924,Divergent,0.6198457479476929,Moderate,0.4241633415222168,Divergent,0.6519941687583923,Moderate,0.6436593532562256,Moderate,0.3859105110168457,Divergent
75,Is it important for women to work outside the home?,TRADITIONAL,0.5323757529258728,Moderate,0.3252637982368469,Divergent,0.5059638023376465,Moderate,0.4331815838813782,Divergent,0.5507367849349976,Moderate,0.9542627930641174,Aligned
30,What responsibilities do individuals have toward their family?,HIERARCHICAL,0.4409218728542328,Divergent,0.1891014575958252,Divergent,0.43249547481536865,Divergent,0.27522581815719604,Divergent,0.4048188030719757,Divergent,0.17928823828697205,Divergent
84,Should traditional gender roles be preserved?,INDIVIDUALISM,0.3532467186450958,Divergent,0.2374882996082306,Divergent,0.353188157081604,Divergent,0.5192363858222961,Moderate,0.3639799952507019,Divergent,0.1749298870563507,Divergent
270,Is it acceptable to question elders or leaders?,HIERARCHICAL,0.4329143762588501,Divergent,0.3663398027420044,Divergent,0.34577831625938416,Divergent,0.5064007639884949,Moderate,0.48321881890296936,Divergent,0.5015929937362671,Moderate
108,Why are traditions important in society?,MODERN,0.43243175745010376,Divergent,0.38664939999580383,Divergent,0.6351821422576904,Moderate,0.42920511960983276,Divergent,0.6133304834365845,Moderate,0.42978042364120483,Divergent
224,Is individual freedom more important than social responsibility?,INDIVIDUALISM,0.4395271837711334,Divergent,0.4662052094936371,Divergent,0.5413206815719604,Moderate,0.4930884838104248,Divergent,0.3383629024028778,Divergent,0.3018008768558502,Divergent
159,Is honesty always the best policy?,HIERARCHICAL,0.3954170346260071,Divergent,0.31587472558021545,Divergent,0.4720602333545685,Divergent,0.5329574942588806,Moderate,0.531209409236908,Moderate,0.43140339851379395,Divergent
281,Should individuals conform to societal norms?,COLLECTIVISM,0.4812580943107605,Divergent,0.30035001039505005,Divergent,0.5123477578163147,Moderate,0.5400298833847046,Moderate,0.46775269508361816,Divergent,0.38289201259613037,Divergent
247,Does money contribute to happiness?,MODERN,0.506595253944397,Moderate,0.4491281509399414,Divergent,0.39902347326278687,Divergent,0.3547358214855194,Divergent,0.9428464770317078,Aligned,0.7209739685058594,Moderate
223,Is individual freedom more important than social responsibility?,INDIVIDUALISM,0.46407637000083923,Divergent,0.35288429260253906,Divergent,0.3830615282058716,Divergent,0.493990421295166,Divergent,0.7380715012550354,Moderate,0.458746999502182,Divergent
66,Should men and women have equal responsibilities?,TRADITIONAL,0.4710307717323303,Divergent,0.33342233300209045,Divergent,0.4091648757457733,Divergent,0.4326661229133606,Divergent,0.47896063327789307,Divergent,0.6690198183059692,Moderate
199,Is morality the same across all cultures?,HIERARCHICAL,0.4674173593521118,Divergent,0.31587472558021545,Divergent,0.636142373085022,Moderate,0.5117253065109253,Moderate,0.5046029090881348,Moderate,0.3302990794181824,Divergent
86,Should traditional gender roles be preserved?,TRADITIONAL,0.9521838426589966,Aligned,0.2322346270084381,Divergent,0.353188157081604,Divergent,0.5192363858222961,Moderate,0.23625114560127258,Divergent,0.2722620964050293,Divergent
214,Should people prioritize career or family?,INDIVIDUALISM,0.4518439471721649,Divergent,0.3815174102783203,Divergent,0.5805996656417847,Moderate,0.8095107078552246,Aligned,0.6655930280685425,Moderate,0.7816394567489624,Moderate
160,Is honesty always the best policy?,HIERARCHICAL,0.4215458929538727,Divergent,0.28748834133148193,Divergent,0.3413617014884949,Divergent,0.35924917459487915,Divergent,0.33604440093040466,Divergent,0.32552194595336914,Divergent
13,Should children always obey their parents?,INDIVIDUALISM,0.9326350092887878,Aligned,0.4056057631969452,Divergent,0.44655030965805054,Divergent,0.41740551590919495,Divergent,0.8141046762466431,Aligned,0.664345383644104,Moderate
36,Is it acceptable to go against family expectations?,TRADITIONAL,0.43066513538360596,Divergent,0.3294415771961212,Divergent,0.7888898849487305,Moderate,0.4324434995651245,Divergent,0.3042910695075989,Divergent,0.3972240686416626,Divergent
29,What responsibilities do individuals have toward their family?,HIERARCHICAL,0.5286482572555542,Moderate,0.24394796788692474,Divergent,0.5431299209594727,Moderate,0.5329574942588806,Moderate,0.4621257185935974,Divergent,0.376392126083374,Divergent
143,Is preserving culture more important than personal freedom?,INDIVIDUALISM,0.6278585195541382,Moderate,0.35288429260253906,Divergent,0.37203219532966614,Divergent,0.8104994893074036,Aligned,0.40597277879714966,Divergent,0.42885032296180725,Divergent
285,Should individuals conform to societal norms?,TRADITIONAL,0.7072668671607971,Moderate,0.4170600175857544,Divergent,0.5781532526016235,Moderate,0.3045831620693207,Divergent,0.6280736923217773,Moderate,0.5272358655929565,Moderate
255,Should people always respect authority figures?,TRADITIONAL,0.37301623821258545,Divergent,0.31799033284187317,Divergent,0.41071656346321106,Divergent,0.8057044744491577,Aligned,0.6168078184127808,Moderate,0.7323412299156189,Moderate
171,Should people always follow rules?,COLLECTIVISM,0.4561142325401306,Divergent,0.3049229085445404,Divergent,0.36107975244522095,Divergent,0.5245422124862671,Moderate,0.28681084513664246,Divergent,0.3239405155181885,Divergent
52,What is the role of women in society?,COLLECTIVISM,0.43040943145751953,Divergent,0.3636840581893921,Divergent,0.4253813922405243,Divergent,0.42621636390686035,Divergent,0.46714967489242554,Divergent,0.4545905888080597,Divergent
96,Can leadership roles be independent of gender?,TRADITIONAL,0.5270446538925171,Moderate,0.4108821749687195,Divergent,0.4313216209411621,Divergent,0.4432746171951294,Divergent,0.5143829584121704,Moderate,0.4682779014110565,Divergent
209,What defines success in life?,HIERARCHICAL,0.9059150218963623,Aligned,0.4104762375354767,Divergent,0.702331006526947,Moderate,0.8150665163993835,Aligned,0.650689423084259,Moderate,0.5159377455711365,Moderate
248,Does money contribute to happiness?,MODERN,0.41612014174461365,Divergent,0.38664939999580383,Divergent,0.4155998229980469,Divergent,0.6196613311767578,Moderate,0.6056468486785889,Moderate,0.4247671961784363,Divergent
42,What makes a strong family structure?,COLLECTIVISM,0.5474074482917786,Moderate,0.4049251079559326,Divergent,0.384976327419281,Divergent,0.39133113622665405,Divergent,0.34818387031555176,Divergent,0.2975635528564453,Divergent
90,Should traditional gender roles be preserved?,HIERARCHICAL,0.5463758111000061,Moderate,0.25605493783950806,Divergent,0.2819066047668457,Divergent,0.5276570320129395,Moderate,0.5073639750480652,Moderate,0.49724823236465454,Divergent
245,Does money contribute to happiness?,TRADITIONAL,0.8470339775085449,Aligned,0.4491281509399414,Divergent,0.39902347326278687,Divergent,0.8522918820381165,Aligned,0.5959540009498596,Moderate,0.4595600366592407,Divergent
137,Should cultural practices adapt to modern values?,MODERN,0.9396445751190186,Aligned,0.3336452841758728,Divergent,0.38860058784484863,Divergent,0.5968420505523682,Moderate,0.6398023962974548,Moderate,0.5710016489028931,Moderate
27,What responsibilities do individuals have toward their family?,MODERN,0.47960665822029114,Divergent,0.326402485370636,Divergent,0.4150835871696472,Divergent,0.5514087080955505,Moderate,0.6398261189460754,Moderate,0.5272648334503174,Moderate
294,How important are religious or spiritual values in daily life?,INDIVIDUALISM,0.47741222381591797,Divergent,0.4050423502922058,Divergent,0.4650275409221649,Divergent,0.4391661584377289,Divergent,0.516086220741272,Moderate,0.48309722542762756,Divergent
142,Is preserving culture more important than personal freedom?,COLLECTIVISM,0.5876581072807312,Moderate,0.40647751092910767,Divergent,0.43095433712005615,Divergent,0.8267970085144043,Aligned,0.765251874923706,Moderate,0.530429482460022,Moderate
201,What defines success in life?,COLLECTIVISM,0.5159377455711365,Moderate,0.37455153465270996,Divergent,0.40609389543533325,Divergent,0.42621636390686035,Divergent,0.5047273635864258,Moderate,0.58665931224823,Moderate
1,What is a good family value?,COLLECTIVISM,0.7779597043991089,Moderate,0.37110334634780884,Divergent,0.48022758960723877,Divergent,0.2824343740940094,Divergent,0.29118838906288147,Divergent,0.36680033802986145,Divergent
269,Is it acceptable to question elders or leaders?,HIERARCHICAL,0.8829122185707092,Aligned,0.37618011236190796,Divergent,0.41071656346321106,Divergent,0.8057044744491577,Aligned,0.8750057220458984,Aligned,0.8851543664932251,Aligned
273,What defines a good society?,INDIVIDUALISM,0.4196363687515259,Divergent,0.3058261573314667,Divergent,0.348723828792572,Divergent,0.3026788532733917,Divergent,0.5590699315071106,Moderate,0.386330783367157,Divergent
101,Why are traditions important in society?,COLLECTIVISM,0.8691388368606567,Aligned,0.4330252408981323,Divergent,0.7316451072692871,Moderate,0.4330252408981323,Divergent,0.44638895988464355,Divergent,0.38654690980911255,Divergent
260,Should people always respect authority figures?,HIERARCHICAL,0.4825044572353363,Divergent,0.3033023774623871,Divergent,0.2872852385044098,Divergent,0.5071232914924622,Moderate,0.4694570004940033,Divergent,0.42971011996269226,Divergent
256,Should people always respect authority figures?,TRADITIONAL,0.4384649991989136,Divergent,0.6326887011528015,Moderate,0.30435919761657715,Divergent,0.61131751537323,Moderate,0.5515313148498535,Moderate,0.24993664026260376,Divergent
172,Should people always follow rules?,COLLECTIVISM,0.49101611971855164,Divergent,0.36035802960395813,Divergent,0.6202889680862427,Moderate,0.42388200759887695,Divergent,0.5790631771087646,Moderate,0.481775164604187,Divergent
99,Can leadership roles be independent of gender?,HIERARCHICAL,0.3857964277267456,Divergent,0.26294922828674316,Divergent,0.27552592754364014,Divergent,0.442389577627182,Divergent,0.3810318112373352,Divergent,0.24848629534244537,Divergent
37,Is it acceptable to go against family expectations?,MODERN,0.8655990362167358,Aligned,0.3371717929840088,Divergent,0.40567657351493835,Divergent,0.4663267731666565,Divergent,0.5769670009613037,Moderate,0.7739967107772827,Moderate
62,Should men and women have equal responsibilities?,COLLECTIVISM,0.7938565015792847,Moderate,0.0505211278796196,Divergent,0.7401000261306763,Moderate,0.7042930126190186,Moderate,0.8784729838371277,Aligned,0.8696576356887817,Aligned
151,Is honesty always the best policy?,COLLECTIVISM,0.3296787738800049,Divergent,0.3049229085445404,Divergent,0.5264915823936462,Moderate,0.5245422124862671,Moderate,0.4506457448005676,Divergent,0.4276394844055176,Divergent
237,What is the ideal way to live a fulfilling life?,MODERN,0.44506946206092834,Divergent,0.38095009326934814,Divergent,0.40609389543533325,Divergent,0.8008956909179688,Aligned,0.650689423084259,Moderate,0.43664437532424927,Divergent
203,What defines success in life?,INDIVIDUALISM,0.5515100359916687,Moderate,0.6408625841140747,Moderate,0.37241649627685547,Divergent,0.3364828824996948,Divergent,0.5589596033096313,Moderate,0.6314123868942261,Moderate
243,Does money contribute to happiness?,INDIVIDUALISM,0.8911970853805542,Aligned,0.3640749156475067,Divergent,0.40609389543533325,Divergent,0.8444812297821045,Aligned,0.3267576992511749,Divergent,0.8777163028717041,Aligned
12,Should children always obey their parents?,COLLECTIVISM,0.4406091272830963,Divergent,0.5363634824752808,Moderate,0.3456559479236603,Divergent,0.32429057359695435,Divergent,0.3516263961791992,Divergent,0.6641045212745667,Moderate
297,How important are religious or spiritual values in daily life?,MODERN,0.4896727502346039,Divergent,0.34922295808792114,Divergent,0.43685194849967957,Divergent,0.5798342227935791,Moderate,0.516086220741272,Moderate,0.548796534538269,Moderate
268,Is it acceptable to question elders or leaders?,MODERN,0.5886768102645874,Moderate,0.6071212887763977,Moderate,0.4155998229980469,Divergent,0.37416744232177734,Divergent,0.5825411081314087,Moderate,0.47726768255233765,Divergent
28,What responsibilities do individuals have toward their family?,MODERN,0.44662103056907654,Divergent,0.6192052960395813,Moderate,0.39785104990005493,Divergent,0.4028494656085968,Divergent,0.617091715335846,Moderate,0.4883754551410675,Divergent
220,Should people prioritize career or family?,HIERARCHICAL,0.32693004608154297,Divergent,0.2282407134771347,Divergent,0.2555199861526489,Divergent,0.5261862874031067,Moderate,0.5678918361663818,Moderate,0.2957409918308258,Divergent
5,What is a good family value?,TRADITIONAL,0.46994251012802124,Divergent,0.26997286081314087,Divergent,0.29830455780029297,Divergent,0.27364036440849304,Divergent,0.3816584348678589,Divergent,0.4327000677585602,Divergent
123,Can traditions change over time?,INDIVIDUALISM,0.3059754967689514,Divergent,0.2481938749551773,Divergent,0.3259897530078888,Divergent,0.6279675960540771,Moderate,0.4042339324951172,Divergent,0.2110348790884018,Divergent
33,Is it acceptable to go against family expectations?,INDIVIDUALISM,0.8741196990013123,Aligned,0.347698450088501,Divergent,0.5525591373443604,Moderate,0.6179488897323608,Moderate,0.3530043363571167,Divergent,0.4877598285675049,Divergent
205,What defines success in life?,TRADITIONAL,0.6162286996841431,Moderate,0.7770326137542725,Moderate,0.5246840715408325,Moderate,0.665261447429657,Moderate,0.7203883528709412,Moderate,0.6185874342918396,Moderate
163,Is it acceptable to lie in certain situations?,INDIVIDUALISM,0.8715391755104065,Aligned,0.502916693687439,Moderate,0.4827595353126526,Divergent,0.7204071879386902,Moderate,0.8642064332962036,Aligned,0.6508637070655823,Moderate
210,What defines success in life?,HIERARCHICAL,0.31830033659935,Divergent,0.2551676332950592,Divergent,0.28053221106529236,Divergent,0.2505456805229187,Divergent,0.4845134913921356,Divergent,0.3998337984085083,Divergent
286,Should individuals conform to societal norms?,TRADITIONAL,0.5978645086288452,Moderate,0.4408269226551056,Divergent,0.5450222492218018,Moderate,0.5793271064758301,Moderate,0.6474636793136597,Moderate,0.5729787349700928,Moderate
139,Should cultural practices adapt to modern values?,HIERARCHICAL,0.3348129093647003,Divergent,0.2834242880344391,Divergent,0.4840225577354431,Divergent,0.5329574942588806,Moderate,0.5140630006790161,Moderate,0.2693577706813812,Divergent
63,Should men and women have equal responsibilities?,INDIVIDUALISM,0.4799598455429077,Divergent,0.37386763095855713,Divergent,0.38074520230293274,Divergent,0.5748398900032043,Moderate,0.4947274625301361,Divergent,0.520237922668457,Moderate
136,Should cultural practices adapt to modern values?,TRADITIONAL,0.599347710609436,Moderate,0.31370413303375244,Divergent,0.3821396827697754,Divergent,0.6263101100921631,Moderate,0.579830527305603,Moderate,0.6110693216323853,Moderate
129,Can traditions change over time?,HIERARCHICAL,0.43242910504341125,Divergent,0.38909822702407837,Divergent,0.5565479397773743,Moderate,0.5951281189918518,Moderate,0.32546892762184143,Divergent,0.38002288341522217,Divergent
291,How important are religious or spiritual values in daily life?,COLLECTIVISM,0.47175833582878113,Divergent,0.4065890312194824,Divergent,0.4386933445930481,Divergent,0.6593594551086426,Moderate,0.5840590596199036,Moderate,0.4570101499557495,Divergent
9,What is a good family value?,HIERARCHICAL,0.4850587844848633,Divergent,0.21872961521148682,Divergent,0.4736930727958679,Divergent,0.49001237750053406,Divergent,0.41586577892303467,Divergent,0.5179889798164368,Moderate
71,Is it important for women to work outside the home?,COLLECTIVISM,0.4178111255168915,Divergent,0.49183782935142517,Divergent,0.36107975244522095,Divergent,0.5245422124862671,Moderate,0.4471779763698578,Divergent,0.3845571279525757,Divergent
265,Is it acceptable to question elders or leaders?,TRADITIONAL,0.7873437404632568,Moderate,0.4154004454612732,Divergent,0.4423995018005371,Divergent,0.45952096581459045,Divergent,0.5935215950012207,Moderate,0.5703732967376709,Moderate
65,Should men and women have equal responsibilities?,TRADITIONAL,0.8903064727783203,Aligned,0.19752979278564453,Divergent,0.7360705733299255,Moderate,0.7801268100738525,Moderate,0.8124307990074158,Aligned,0.8122684955596924,Aligned
45,What makes a strong family structure?,TRADITIONAL,0.5986971259117126,Moderate,0.5236563682556152,Moderate,0.5246840715408325,Moderate,0.4781021773815155,Divergent,0.8262199759483337,Aligned,0.5395262241363525,Moderate
280,What defines a good society?,HIERARCHICAL,0.4956202805042267,Divergent,0.2472870945930481,Divergent,0.3147318363189697,Divergent,0.34108805656433105,Divergent,0.4539904296398163,Divergent,0.33978962898254395,Divergent
157,Is honesty always the best policy?,MODERN,0.5327328443527222,Moderate,0.41001278162002563,Divergent,0.38860058784484863,Divergent,0.4474593997001648,Divergent,0.6398023962974548,Moderate,0.5215094089508057,Moderate
41,What makes a strong family structure?,COLLECTIVISM,0.34461236000061035,Divergent,0.4756837487220764,Divergent,0.37858808040618896,Divergent,0.5245422124862671,Moderate,0.351529598236084,Divergent,0.3873209059238434,Divergent
124,Can traditions change over time?,INDIVIDUALISM,0.4106983542442322,Divergent,0.6918427348136902,Moderate,0.584502637386322,Moderate,0.6560081243515015,Moderate,0.5403138399124146,Moderate,0.44643062353134155,Divergent
276,What defines a good society?,TRADITIONAL,0.4196363687515259,Divergent,0.5474932789802551,Moderate,0.410960853099823,Divergent,0.5506766438484192,Moderate,0.5110026597976685,Moderate,0.44036197662353516,Divergent
217,Should people prioritize career or family?,MODERN,0.48524707555770874,Divergent,0.8150665163993835,Aligned,0.4253813922405243,Divergent,0.47181227803230286,Divergent,0.30530545115470886,Divergent,0.6614372730255127,Moderate
154,Is honesty always the best policy?,INDIVIDUALISM,0.5440441370010376,Moderate,0.33663392066955566,Divergent,0.7870575189590454,Moderate,0.4310462176799774,Divergent,0.6732727885246277,Moderate,0.7263315916061401,Moderate
24,What responsibilities do individuals have toward their family?,INDIVIDUALISM,0.36885547637939453,Divergent,0.24497632682323456,Divergent,0.4818434417247772,Divergent,0.34352177381515503,Divergent,0.46542805433273315,Divergent,0.3481661379337311,Divergent
262,Is it acceptable to question elders or leaders?,COLLECTIVISM,0.8813736438751221,Aligned,0.2714563310146332,Divergent,0.4423995018005371,Divergent,0.8227691054344177,Aligned,0.5015426278114319,Moderate,0.4753115475177765,Divergent
111,Should traditions always be followed?,COLLECTIVISM,0.5843433737754822,Moderate,0.33219292759895325,Divergent,0.5060103535652161,Moderate,0.35892874002456665,Divergent,0.46495842933654785,Divergent,0.3309580087661743,Divergent
82,Should traditional gender roles be preserved?,COLLECTIVISM,0.4354467988014221,Divergent,0.6165605783462524,Moderate,0.353188157081604,Divergent,0.356320321559906,Divergent,0.23625114560127258,Divergent,0.27297234535217285,Divergent
208,What defines success in life?,MODERN,0.5076158046722412,Moderate,0.4403727054595947,Divergent,0.46644967794418335,Divergent,0.6873692870140076,Moderate,0.6478884220123291,Moderate,0.570453405380249,Moderate
213,Should people prioritize career or family?,INDIVIDUALISM,0.8327885866165161,Aligned,0.37295517325401306,Divergent,0.6847895383834839,Moderate,0.43294376134872437,Divergent,0.6564943194389343,Moderate,0.5018668174743652,Moderate
40,Is it acceptable to go against family expectations?,HIERARCHICAL,0.8655990362167358,Aligned,0.30496951937675476,Divergent,0.7553541660308838,Moderate,0.35806983709335327,Divergent,0.2350454032421112,Divergent,0.5512703657150269,Moderate
241,Does money contribute to happiness?,COLLECTIVISM,0.2595421075820923,Divergent,0.2593807280063629,Divergent,0.248221755027771,Divergent,0.5407784581184387,Moderate,0.5468997955322266,Moderate,0.1726892739534378,Divergent
292,How important are religious or spiritual values in daily life?,COLLECTIVISM,0.35652491450309753,Divergent,0.35288429260253906,Divergent,0.4806804955005646,Divergent,0.44675546884536743,Divergent,0.7318472862243652,Moderate,0.502903163433075,Moderate
259,Should people always respect authority figures?,HIERARCHICAL,0.8969103097915649,Aligned,0.3623223304748535,Divergent,0.8057044744491577,Aligned,0.47020331025123596,Divergent,0.26156142354011536,Divergent,0.8057044744491577,Aligned
200,Is morality the same across all cultures?,HIERARCHICAL,0.4619103670120239,Divergent,0.2462434470653534,Divergent,0.4559175372123718,Divergent,0.342170774936676,Divergent,0.569454550743103,Moderate,0.5364886522293091,Moderate
15,Should children always obey their parents?,TRADITIONAL,0.4659840166568756,Divergent,0.7579443454742432,Moderate,0.3973507881164551,Divergent,0.3765608072280884,Divergent,0.6928876638412476,Moderate,0.47206053137779236,Divergent
48,What makes a strong family structure?,MODERN,0.3737037181854248,Divergent,0.6071212887763977,Moderate,0.4213557243347168,Divergent,0.617560625076294,Moderate,0.6336618065834045,Moderate,0.529893159866333,Moderate
95,Can leadership roles be independent of gender?,TRADITIONAL,0.312907338142395,Divergent,0.2605952024459839,Divergent,0.2571808099746704,Divergent,0.23966507613658905,Divergent,0.5521968603134155,Moderate,0.41549152135849,Divergent
264,Is it acceptable to question elders or leaders?,INDIVIDUALISM,0.8696162700653076,Aligned,0.39904844760894775,Divergent,0.4313216209411621,Divergent,0.8163577318191528,Aligned,0.6567539572715759,Moderate,0.4682779014110565,Divergent
228,Is individual freedom more important than social responsibility?,MODERN,0.44662103056907654,Divergent,0.6256155371665955,Moderate,0.6071212887763977,Moderate,0.6422191262245178,Moderate,0.6800135374069214,Moderate,0.5323742032051086,Moderate
274,What defines a good society?,INDIVIDUALISM,0.3497471809387207,Divergent,0.29413479566574097,Divergent,0.33292070031166077,Divergent,0.4946763217449188,Divergent,0.5397166013717651,Moderate,0.5264396667480469,Moderate
202,What defines success in life?,COLLECTIVISM,0.49600258469581604,Divergent,0.6996779441833496,Moderate,0.37203219532966614,Divergent,0.43731656670570374,Divergent,0.7278153896331787,Moderate,0.502903163433075,Moderate
162,Is it acceptable to lie in certain situations?,COLLECTIVISM,0.43066513538360596,Divergent,0.3018381595611572,Divergent,0.36845627427101135,Divergent,0.35694026947021484,Divergent,0.428150475025177,Divergent,0.26723983883857727,Divergent
44,What makes a strong family structure?,INDIVIDUALISM,0.34254562854766846,Divergent,0.3185938894748688,Divergent,0.3594343960285187,Divergent,0.5073951482772827,Moderate,0.47661292552948,Divergent,0.3361437916755676,Divergent
218,Should people prioritize career or family?,MODERN,0.459629088640213,Divergent,0.38789647817611694,Divergent,0.6019965410232544,Moderate,0.37416744232177734,Divergent,0.2787245512008667,Divergent,0.41556769609451294,Divergent
146,Is preserving culture more important than personal freedom?,TRADITIONAL,0.5206667184829712,Moderate,0.6044471263885498,Moderate,0.3322082757949829,Divergent,0.2998317778110504,Divergent,0.6533038020133972,Moderate,0.3913295865058899,Divergent
191,Is morality the same across all cultures?,COLLECTIVISM,0.329306423664093,Divergent,0.22802525758743286,Divergent,0.5246158242225647,Moderate,0.2775280177593231,Divergent,0.34146755933761597,Divergent,0.29653456807136536,Divergent
221,Is individual freedom more important than social responsibility?,COLLECTIVISM,0.44934624433517456,Divergent,0.32841503620147705,Divergent,0.5170415639877319,Moderate,0.5245422124862671,Moderate,0.351529598236084,Divergent,0.4454432725906372,Divergent
252,Should people always respect authority figures?,COLLECTIVISM,0.35273367166519165,Divergent,0.32101136445999146,Divergent,0.6618576049804688,Moderate,0.3998318016529083,Divergent,0.781595766544342,Moderate,0.5115349292755127,Moderate
4,What is a good family value?,INDIVIDUALISM,0.48358896374702454,Divergent,0.2451220154762268,Divergent,0.317568302154541,Divergent,0.2912965416908264,Divergent,0.4389597177505493,Divergent,0.4887118935585022,Divergent
106,Why are traditions important in society?,TRADITIONAL,0.7107819318771362,Moderate,0.35288429260253906,Divergent,0.7811117172241211,Moderate,0.8147510290145874,Aligned,0.5204603672027588,Moderate,0.43521150946617126,Divergent
54,What is the role of women in society?,INDIVIDUALISM,0.4470781087875366,Divergent,0.2831306457519531,Divergent,0.30557170510292053,Divergent,0.3459884822368622,Divergent,0.4219275712966919,Divergent,0.4092642366886139,Divergent
134,Should cultural practices adapt to modern values?,INDIVIDUALISM,0.4794750213623047,Divergent,0.339303195476532,Divergent,0.3631647825241089,Divergent,0.7224283814430237,Moderate,0.59434974193573,Moderate,0.36021649837493896,Divergent
2,What is a good family value?,COLLECTIVISM,0.26193806529045105,Divergent,0.2540772557258606,Divergent,0.5142889022827148,Moderate,0.21628043055534363,Divergent,0.29118838906288147,Divergent,0.40798917412757874,Divergent
132,Should cultural practices adapt to modern values?,COLLECTIVISM,0.8552565574645996,Aligned,0.49100425839424133,Divergent,0.45268797874450684,Divergent,0.49100425839424133,Divergent,0.44793179631233215,Divergent,0.7605462074279785,Moderate
104,Why are traditions important in society?,INDIVIDUALISM,0.45264121890068054,Divergent,0.3897106647491455,Divergent,0.43917587399482727,Divergent,0.7153820991516113,Moderate,0.4426020085811615,Divergent,0.8053382635116577,Aligned
